YearStart,LocationDesc,Age,Gender,RaceEthnicity,Data_Value,Sample_Size
2017,21,2,2,0,1.01,7920
2016,10,3,2,3,2.88,7122
2017,6,2,1,0,1.19,8093
2016,34,3,0,5,3.06,24433
2016,11,1,1,5,0.64,5709
2015,47,2,0,5,0.9,14594
2016,51,5,0,0,14.15,108
2017,14,4,1,2,6.74,822
2016,44,4,1,3,10.14,3373
2016,10,1,2,5,0.71,8278
2017,38,2,0,3,1.22,1370
2016,16,3,2,0,2.26,5324
2015,46,3,1,0,2.6,1149
2017,3,1,0,3,0.88,5652
2015,51,3,0,0,2.2,1946
2016,35,2,2,5,0.99,811
2017,32,0,1,5,2.88,3605
2015,46,0,1,5,2.6,2953
2015,48,4,2,0,5.4,5843
2016,26,2,0,5,1.13,13095
2016,12,3,1,1,1.55,870
2017,27,0,0,6,2.76,264
2017,12,2,1,3,0.46,227
2017,17,1,1,3,0.9,496
2017,1,2,2,3,0.65,232
2016,38,2,0,0,1.44,10705
2016,5,2,0,0,0.92,108086
2017,9,0,1,2,4.18,1120
2017,12,5,1,0,17.55,157
2017,16,2,2,2,0.54,106
2016,41,5,1,0,13.87,392
2016,32,4,0,5,5.14,1866
2015,47,4,2,0,5.5,6909
2017,5,4,1,0,5.11,25713
2016,35,1,0,5,0.8,1403
2017,32,3,2,5,2.23,1350
2017,14,0,2,3,1.44,7975
2016,3,2,0,4,1.81,1279
2017,18,1,0,5,1.31,7866
2017,7,1,0,6,0.58,367
2017,15,2,0,3,0.99,1191
2017,19,1,1,2,1.33,1412
2016,31,5,2,3,20.42,102
2017,14,1,2,0,0.55,13008
2016,29,3,2,2,5.16,322
2017,36,0,0,3,2.14,3598
2016,29,1,0,5,1.32,2273
2017,15,2,2,1,0.58,274
2017,12,1,0,5,0.33,468
2016,1,1,0,2,0.84,2300
2015,51,2,0,4,0.001,65
2017,29,3,1,2,6.46,343
2016,20,2,1,0,1.08,1471
2016,42,1,0,0,0.31,2123
2016,2,1,0,3,0.45,103
2016,5,3,2,5,1.97,28399
2016,29,0,1,3,3.36,3273
2017,3,0,1,3,2.27,8939
2016,37,3,2,3,5.24,293
2017,3,4,1,0,5.74,5932
2016,24,0,2,1,1.09,754
2016,5,2,1,1,0.69,8072
2015,0,3,0,0,2.7,1075985
2016,10,3,0,6,3.45,872
2016,7,0,2,0,1.96,18487
2016,37,4,1,4,11.11,174
2016,7,5,0,0,16.11,1105
2016,34,0,2,3,1.76,3214
2016,48,4,0,3,6.86,319
2016,19,5,2,0,18.82,689
2016,43,0,1,0,3.17,32021
2016,39,5,1,5,12.21,1184
2017,20,2,1,0,1.39,1513
2017,27,4,2,0,5.4,971
2017,14,3,1,1,2.73,926
2017,38,0,2,6,2.01,843
2016,6,2,0,2,2.71,552
2017,23,2,2,2,2.08,1213
2017,10,1,0,3,0.77,9830
2016,33,1,1,3,1.03,3529
2016,23,1,1,5,0.81,7471
2017,6,3,1,2,2.8,271
2017,18,0,2,1,1.25,359
2017,5,0,0,2,3.49,17617
2017,32,1,1,4,0.41,451
2015,46,3,1,5,2.4,1112
2017,24,1,0,1,0.94,447
2017,28,2,1,3,1.46,252
2017,11,3,2,1,1.2,644
2015,0,5,0,4,26.7,310
2016,25,3,0,5,3.59,6001
2017,36,4,2,5,4.05,9844
2016,6,4,1,5,4.26,3284
2016,36,2,2,1,0.33,408
2017,12,4,1,5,1.98,399
2017,14,1,1,5,0.57,8311
2017,29,4,0,0,6.4,4971
2017,7,0,1,5,1.56,12784
2016,50,2,0,0,0.92,13753
2016,44,4,2,5,5.56,13570
2017,24,4,2,5,3.26,4421
2016,37,2,0,0,1.92,10019
2017,9,0,1,0,3.62,3084
2017,38,2,0,0,1.12,10924
2016,17,0,0,0,2.49,28590
2017,4,3,0,0,4.59,9786
2016,31,3,2,2,3.03,1707
2016,0,1,1,3,1,70279
2016,37,2,0,4,1.49,952
2016,14,2,0,3,0.89,5348
2016,48,1,1,6,0.49,747
2017,20,4,0,0,3.43,2612
2017,10,5,2,0,16.51,3771
2016,7,3,1,2,4.13,448
2016,29,2,0,3,2.54,2163
2017,14,3,0,2,4.01,4389
2017,31,3,0,5,1.69,20319
2017,22,4,2,5,3.69,5448
2017,1,0,1,6,2.56,368
2017,29,0,2,0,3.05,14301
2017,21,3,0,0,2.06,20738
2016,3,1,0,6,1.34,697
2016,17,2,1,0,1.12,3860
2016,9,0,1,5,0.92,1372
2016,0,0,2,6,2.3,41108
2016,31,2,0,6,0.7,492
2016,19,1,0,5,0.69,5063
2017,27,1,2,0,0.65,1026
2016,18,2,1,1,0.17,88
2016,26,3,2,0,3.22,10488
2016,25,1,1,0,0.76,3124
2017,24,2,2,0,1.21,6754
2017,21,0,1,6,1.66,857
2017,1,1,1,3,0.38,316
2015,45,3,0,5,2.2,6956
2016,32,2,2,3,2.06,1030
2017,13,3,1,0,3.92,2571
2017,27,1,0,4,0.27,319
2016,43,4,0,5,6.76,10388
2016,16,1,0,0,0.66,6931
2017,23,1,0,1,0.16,566
2016,25,4,1,2,10.3,563
2016,17,1,0,0,0.65,6242
2016,7,0,2,6,0.4,371
2017,12,2,2,6,1.52,651
2017,3,5,0,5,15.23,1311
2016,49,4,0,5,7.13,3421
2017,11,3,0,5,2.65,21475
2016,26,4,2,2,9.4,484
2016,8,0,2,5,2.34,3262
2015,48,3,1,3,4.2,811
2016,27,0,2,0,2.22,5020
2016,10,4,0,3,6.18,5203
2016,18,0,0,0,3.64,44739
2017,5,4,1,2,6.7,1172
2017,10,3,0,6,3.72,929
2017,15,1,2,0,0.72,6952
2016,9,0,1,0,2.46,3058
2017,7,0,0,2,2.76,2790
2017,23,1,1,5,0.73,7923
2017,16,1,1,0,0.3,3571
2017,37,0,1,3,2.09,1636
2017,10,2,2,5,1.24,12192
2017,9,3,2,2,5.36,488
2015,49,1,0,3,0.001,60
2017,17,0,1,1,0.64,288
2016,12,4,0,6,5.45,453
2017,28,2,0,5,1.1,4078
2016,20,0,2,0,2.86,6336
2017,2,0,1,0,2.53,3543
2017,31,0,2,2,2.58,4578
2016,3,2,1,5,1.33,4669
2017,21,2,0,5,0.74,8364
2016,10,4,1,3,5.58,2209
2016,35,5,0,0,26.85,223
2017,36,3,1,2,3.89,1725
2016,46,0,2,5,2.3,3122
2016,30,5,2,5,17.83,215
2016,12,2,0,3,0.41,429
2017,7,5,1,0,11.57,415
2016,44,0,1,2,3.16,12185
2017,7,1,0,1,0.75,305
2016,34,2,1,0,1.54,12595
2016,15,4,2,0,5.75,5914
2015,48,2,2,3,1.7,1229
2016,38,0,0,1,1.71,1554
2017,41,3,2,1,1.07,135
2016,3,2,2,5,0.84,4242
2017,24,3,0,6,1.36,186
2016,0,2,0,2,1.66,90890
2017,38,1,2,0,0.5,3811
2016,32,0,2,1,0.11,130
2015,49,0,1,5,4.1,8106
2017,40,0,0,2,2.75,406
2017,14,0,0,0,2.12,126482
2016,4,5,2,0,21.6,494
2017,12,4,0,6,3.35,446
2016,22,2,0,3,1.76,2441
2016,29,3,0,1,1.86,882
2017,28,1,1,0,0.49,2364
2016,38,0,0,3,1.97,3671
2016,13,3,2,3,1.59,178
2016,34,1,1,3,1.28,1249
2016,14,3,1,0,2.21,21055
2016,10,0,0,1,1.52,5123
2016,3,4,1,3,7.75,586
2017,26,0,0,2,3.72,4901
2017,39,0,0,6,2.62,2185
2017,12,0,1,3,0.79,648
2016,19,5,2,5,18.59,521
2017,30,5,0,0,11.39,345
2017,15,0,0,2,3.15,4560
2016,0,5,1,1,13.41,835
2016,13,3,2,0,3.59,2595
2017,6,0,0,0,1.98,55600
2017,32,3,0,4,8.37,1052
2016,43,5,2,0,20.67,966
2016,7,1,1,3,1.22,623
2016,34,5,1,2,23.91,100
2015,49,3,1,0,4.1,3110
2016,21,5,2,2,11.86,148
2017,26,3,1,5,2.78,8730
2016,21,3,0,2,2.41,5233
2017,16,3,0,5,1.7,9734
2016,49,4,2,0,8.87,1929
2016,13,4,0,5,5.03,2514
2016,47,1,2,3,0.53,884
2017,31,3,1,0,2.17,14916
2017,36,4,0,0,4.67,20423
2017,3,3,0,5,2.42,13755
2016,1,1,2,0,0.72,4509
2016,0,5,1,5,14.23,22689
2016,19,0,0,2,4.47,12193
2017,19,2,2,5,1.15,3571
2017,11,5,1,5,17.29,486
2017,40,0,0,0,2.23,10516
2016,39,3,1,1,1.31,439
2016,43,5,0,2,23.21,153
2016,38,1,0,3,0.64,1247
2016,44,3,2,1,1.18,2082
2017,10,2,2,3,1.11,6250
2016,9,3,2,0,3.63,963
2017,11,5,0,5,18.48,1332
2017,5,0,2,2,3.93,8853
2017,37,4,1,0,7.37,2639
2016,28,0,0,0,2.25,19017
2017,6,1,1,5,0.4,3828
2017,24,2,2,3,1.19,286
2017,15,0,2,3,1.88,1662
2017,16,0,1,0,1.44,16036
2015,48,5,2,5,17.1,995
2017,26,2,0,1,0.57,421
2017,33,3,2,3,3.97,4397
2017,34,1,0,3,0.57,2581
2016,33,4,2,0,5.35,17271
2016,48,0,2,1,1.64,2973
2017,3,1,2,0,0.62,7171
2016,5,5,1,2,20.22,106
2016,3,2,2,4,1.58,639
2015,51,0,1,0,2.2,2938
2017,35,1,2,5,0.69,676
2016,24,0,1,1,1.61,742
2016,23,1,2,0,0.64,9279
2016,34,1,0,1,0.42,591
2016,12,1,2,6,0.41,632
2016,31,3,2,5,1.71,10560
2016,5,5,2,1,12.56,704
2017,23,2,1,6,0.18,309
2017,10,2,0,5,1.24,24662
2016,50,1,0,3,1.78,835
2017,16,0,0,1,0.6,477
2016,36,4,1,2,6.95,689
2016,41,2,1,3,0.77,447
2016,19,4,1,3,13.5,86
2017,27,3,0,0,2.83,3388
2016,0,1,2,6,0.75,16248
2017,23,0,1,5,1.97,40290
2017,34,1,2,6,0.53,629
2017,3,2,0,4,2.66,1338
2017,36,0,0,5,2.39,99293
2016,2,1,2,4,1.27,411
2017,30,1,1,5,1.13,1108
2016,49,1,2,5,0.71,1501
2016,19,4,0,5,6.07,5548
2017,16,3,2,5,1.79,4918
2016,3,0,2,0,2.75,34560
2017,3,2,0,1,1.21,777
2016,25,2,1,5,1.13,1996
2017,32,0,1,0,3.34,9274
2017,26,4,2,2,11.41,454
2017,40,2,2,5,0.79,1062
2016,7,5,1,0,15.81,362
2015,51,4,1,5,4.6,445
2015,45,0,2,0,2,14676
2017,11,0,0,1,0.83,3653
2016,43,0,2,0,3.36,33736
2017,23,5,0,2,13.56,170
2016,23,1,0,5,0.62,14373
2016,11,1,2,2,0.89,2847
2017,22,4,0,0,4.14,11350
2017,33,3,0,6,3.92,1141
2016,45,5,1,5,11.32,173
2016,27,4,0,5,4.08,1823
2016,22,4,2,5,3.41,5298
2016,12,1,2,3,0.68,241
2017,11,3,0,1,0.96,1214
2016,34,0,0,5,3,68468
2016,44,3,0,3,4.01,24692
2016,1,3,1,2,6.16,1664
2016,39,3,2,1,1.99,506
2016,48,1,1,1,0.26,551
2016,21,4,1,5,3.7,3032
2016,15,4,2,2,13.09,352
2017,31,0,1,2,2.53,4023
2016,22,2,1,0,0.84,9686
2016,43,3,2,2,3.62,1622
2016,48,1,1,0,0.73,7729
2016,12,0,0,3,0.99,1342
2016,8,5,0,0,11.87,196
2016,3,5,1,0,15.93,584
2016,36,4,2,5,4.8,9674
2017,5,2,0,0,0.95,109781
2017,19,4,1,5,5.36,2468
2016,15,2,1,2,2.44,620
2016,24,1,1,6,0.74,285
2016,43,3,2,6,8.55,124
2016,7,5,1,5,15.76,331
2017,37,1,0,4,1.24,1108
2016,21,3,2,5,2.45,6655
2017,21,0,2,1,1.11,2051
2015,0,5,2,4,28.4,218
2017,25,1,0,2,1.25,2460
2017,33,2,2,2,1.3,3345
2016,29,0,2,4,1.67,250
2016,11,0,2,3,2,3379
2017,25,2,1,5,1.64,2062
2016,49,4,0,0,7.33,3564
2017,31,5,0,3,13.69,150
2016,6,3,2,0,2.29,9339
2016,34,3,2,3,1.66,745
2017,24,3,1,5,1.39,8592
2016,37,3,2,5,4.24,4270
2016,19,1,2,5,0.81,2422
2015,49,5,2,0,21,350
2016,4,0,0,6,2.29,681
2017,36,2,2,0,1.23,15229
2017,33,5,2,5,15.05,2638
2016,48,1,2,1,0.37,510
2016,27,4,1,0,4.5,995
2017,1,3,2,0,3.91,8474
2016,44,1,2,3,0.98,13337
2015,49,1,1,3,0.001,30
2017,34,4,1,0,6.04,8049
2017,11,1,1,3,0.48,1273
2017,33,1,0,0,0.84,38195
2016,48,3,2,3,3.15,816
2017,18,1,0,2,2.05,624
2016,21,2,1,1,0.25,493
2017,30,3,0,5,1.95,4755
2015,0,4,1,0,5.3,231944
2016,39,1,2,2,1.02,821
2016,50,0,2,3,2.19,1106
2017,6,1,2,1,0.3,206
2017,29,2,0,5,1.81,3412
2016,30,4,1,5,4.48,1162
2015,51,4,2,0,4.4,480
2016,18,2,2,0,1.95,5619
2017,13,1,2,3,1.63,290
2017,39,1,2,3,0.9,925
2016,23,1,1,3,0.87,703
2016,1,0,0,3,1.76,1407
2016,36,3,0,5,2.61,34904
2017,13,4,0,0,5.15,2749
2017,27,5,1,5,19.41,110
2016,45,0,0,1,1.28,593
2017,21,3,1,3,1.42,624
2017,6,0,0,4,4.7,359
2016,6,4,2,5,3.48,3643
2016,19,1,0,2,2.14,2695
2016,50,3,0,5,1.85,19398
2016,48,3,2,5,2.55,9722
2017,21,2,1,2,0.95,1906
2017,14,2,1,3,1.14,2808
2016,31,2,1,5,0.75,5987
2016,26,1,2,6,1.86,283
2017,33,1,1,3,1.3,3581
2016,23,2,2,2,1.95,1185
2016,40,3,1,5,2.33,1400
2016,8,0,0,1,0.52,289
2016,33,3,1,5,1.73,21602
2016,39,3,2,5,2.37,19643
2017,35,0,1,5,2.02,3537
2017,10,0,2,5,3.09,62778
2017,7,5,2,0,14.23,712
2017,29,1,2,0,1.28,2999
2016,32,0,1,4,6.04,1582
2016,40,3,1,0,2.61,1688
2017,5,2,0,5,0.71,37519
2016,4,2,2,5,1.81,2757
2016,51,1,0,5,0.87,1032
2017,39,1,1,6,0.21,509
2016,21,2,2,0,0.75,7800
2016,26,3,0,3,2.67,483
2017,34,0,1,6,2.5,1240
2017,20,4,1,5,3.41,1241
2017,36,2,0,3,2.01,1233
2017,39,3,0,3,4.91,1412
2016,24,2,1,2,0.4,285
2017,16,2,1,5,0.58,3634
2016,10,4,2,0,5.35,22558
2017,6,4,2,5,3.65,3792
2017,3,0,0,4,4.01,4796
2016,18,0,1,2,2.84,1465
2016,26,1,1,0,0.5,6690
2016,5,3,2,4,8.43,351
2015,47,0,1,2,2.3,6317
2016,47,2,2,2,1.42,1756
2017,39,2,1,2,2.13,1319
2017,10,1,1,1,1.19,525
2015,48,0,1,6,1.8,1737
2016,4,2,1,0,2.1,3700
2017,14,2,2,2,1.84,1801
2017,7,1,1,5,0.37,2231
2017,25,4,2,5,8.69,1962
2017,9,1,1,0,2.12,488
2016,13,1,1,3,1.22,279
2017,36,0,2,1,0.73,1186
2016,31,1,2,5,0.6,4750
2016,32,0,0,4,4.96,3321
2017,3,1,2,2,0.51,226
2017,18,1,2,3,2.05,202
2016,5,4,1,5,4.48,15559
2016,9,4,2,2,6.15,326
2016,44,2,0,5,1.19,31237
2016,27,1,0,3,0.76,107
2016,26,2,1,3,2.51,343
2017,32,2,1,5,1.85,800
2015,46,0,1,2,0.001,44
2016,35,0,2,5,2.09,3414
2016,7,2,0,3,1.17,1437
2016,45,1,0,5,0.52,7118
2016,24,3,2,5,1.42,8601
2016,24,1,2,5,0.32,4509
2016,10,5,1,2,17.44,126
2017,13,5,2,0,16.65,201
2015,0,4,0,5,4.7,405533
2016,39,0,2,3,2.47,2806
2017,39,5,2,5,16.01,2332
2016,8,1,1,5,1.24,450
2017,30,2,2,0,0.64,1662
2016,43,1,1,2,1.18,1038
2017,16,2,2,1,0.32,111
2017,4,3,1,0,4.74,4763
2016,3,3,1,4,6.7,598
2016,7,4,2,0,3.55,3262
2017,19,2,0,0,1.63,11743
2016,50,0,1,3,2.45,1155
2017,6,3,0,2,3.76,485
2017,1,0,0,2,3.6,10604
2016,28,2,0,5,1.02,3952
2016,12,3,1,6,0.89,632
2017,37,1,2,6,2.97,573
2016,22,1,2,1,0.36,403
2015,0,4,1,1,3.9,7814
2016,22,3,0,2,3.54,1193
2016,31,4,1,1,4.07,396
2017,2,0,2,1,1.29,154
2016,16,0,2,6,0.99,208
2017,22,4,0,3,7.31,428
2016,29,4,2,5,6.22,1847
2016,33,1,1,1,1.15,1542
2017,34,1,1,4,0.61,144
2016,35,5,0,5,26.04,218
2017,9,4,0,2,10.45,461
2016,0,2,2,3,1.4,73891
2016,37,0,1,1,0.91,256
2016,28,5,2,5,21.01,352
2015,50,4,0,0,3.5,9915
2017,9,2,1,5,1.91,774
2017,13,0,0,4,6.97,280
2016,16,3,0,5,2.26,9916
2017,32,5,0,0,18.7,429
2015,47,3,1,2,3.3,2222
2016,0,4,2,2,8.45,25523
2017,1,0,2,0,3.46,24789
2016,23,3,0,3,2.93,1002
2016,24,2,1,1,0.52,291
2016,37,1,1,6,1.61,641
2016,30,4,2,5,4.34,1203
2016,14,0,1,6,1.57,1094
2016,19,0,2,5,3.54,14266
2015,0,5,0,0,16.4,76096
2016,4,4,0,0,6.92,5335
2016,27,0,2,3,0.46,138
2016,40,0,0,1,2.44,306
2017,16,2,1,3,0.53,244
2017,32,1,2,4,0.5,440
2017,25,4,0,2,8.69,1378
2017,15,5,2,5,18.62,1014
2017,28,0,2,0,2.1,9883
2016,3,2,0,1,0.81,677
2016,50,4,0,5,3.75,9781
2017,3,1,1,0,0.73,7531
2017,1,4,0,5,6.14,7121
2017,21,3,0,3,1.89,1324
2017,36,2,1,0,1.19,15621
2015,0,3,0,4,6.2,9491
2017,23,0,2,3,1.88,1864
2016,48,2,2,4,0.87,174
2016,37,4,0,3,12.34,123
2016,14,4,2,3,7.27,479
2016,11,4,0,5,5.99,11368
2016,16,5,1,5,10.56,334
2017,24,2,1,0,1.05,7030
2017,28,2,2,5,1.18,2012
2016,24,1,0,2,0.59,477
2017,14,3,2,5,1.82,16009
2017,8,3,0,5,2.07,2169
2016,28,2,2,0,1.01,2375
2017,29,3,1,0,3.36,4643
2017,38,4,2,5,4.59,3657
2017,40,0,1,3,1.34,544
2015,48,0,0,3,2.4,7027
2016,31,1,2,3,0.69,1866
2017,4,5,2,5,22.99,412
2017,23,2,2,5,1.26,9392
2017,34,1,2,2,0.8,1769
2016,20,4,0,0,5.01,2564
2016,35,1,1,5,1.16,713
2016,32,4,1,0,7.14,1563
2016,7,3,0,1,0.5,502
2016,22,0,1,2,2.55,1859
2016,29,2,0,1,0.87,615
2017,2,2,1,5,1.86,506
2017,12,1,0,0,0.7,2990
2016,9,4,0,0,5.75,857
2015,45,5,0,5,17.4,433
2017,32,1,2,3,1.08,934
2016,41,1,1,2,1.1,1120
2017,3,0,1,6,2.27,863
2016,14,2,0,6,1.01,630
2016,7,0,1,3,2.46,1997
2016,18,3,1,0,3.91,7479
2016,32,5,0,3,22.26,134
2016,6,3,0,0,2.44,18366
2017,12,0,0,6,2.03,4535
2016,3,1,0,3,1.24,5731
2016,0,1,1,1,0.49,16049
2017,17,1,0,0,0.81,6566
2016,25,1,0,3,0.42,291
2016,14,2,0,0,0.94,33754
2016,0,2,2,6,1.65,12350
2015,49,2,2,0,1.8,2153
2017,5,5,0,0,15.64,8458
2016,26,3,1,2,6.24,831
2017,28,0,0,2,3.78,559
2017,26,3,0,3,3.45,452
2016,43,3,2,5,3.64,9355
2016,12,4,2,1,3.77,626
2017,24,3,0,1,1.39,386
2017,39,3,2,0,2.57,22475
2017,29,2,2,0,2.03,3708
2017,16,5,1,0,12.04,338
2016,17,3,0,0,2.65,9242
2017,14,5,1,5,11.29,878
2016,22,4,0,2,4.49,445
2017,17,2,1,1,0.68,114
2017,35,2,2,5,1.37,805
2017,16,1,1,5,0.37,3038
2017,21,2,2,5,0.78,4125
2017,23,4,0,0,4.32,17816
2016,20,4,2,0,5.43,1377
2016,11,0,1,3,1.96,3638
2017,33,4,0,5,3.52,23982
2016,15,5,1,0,14.63,514
2017,15,1,1,6,1.16,339
2015,46,3,2,0,2.3,1197
2016,48,2,0,5,1,13135
2017,7,4,0,3,5.3,282
2016,21,2,2,6,0.76,271
2015,48,3,0,0,2.8,24526
2016,27,4,2,0,3.33,961
2016,8,4,1,0,3.62,856
2017,32,0,2,4,5.05,1774
2016,48,0,2,2,2.33,834
2017,11,3,1,1,0.7,570
2017,18,2,1,2,0.67,431
2017,10,5,2,2,28.26,276
2017,31,1,2,2,0.8,891
2017,37,2,2,2,2.64,290
2016,31,2,2,5,0.68,5966
2017,1,3,2,6,15.17,103
2016,44,1,1,3,1.03,14020
2017,29,4,1,3,11.15,178
2017,37,2,0,5,2.13,6306
2017,13,0,0,5,2.95,14168
2016,34,3,0,0,3.35,34090
2015,45,2,1,2,0.001,49
2016,15,0,2,0,2.79,33881
2016,23,4,0,3,7.04,266
2016,8,4,1,5,3.15,725
2016,33,5,0,0,15.63,5363
2016,13,3,1,0,3.63,2443
2017,36,3,2,5,2.46,17583
2016,35,4,1,0,3.9,639
2017,22,1,2,0,0.49,6257
2016,41,5,1,5,13.14,334
2017,36,1,1,3,0.37,641
2017,23,0,0,6,2.47,2218
2016,12,0,0,6,1.25,4404
2016,3,2,1,4,2.02,640
2017,22,2,1,5,0.77,6859
2016,43,1,0,6,0.57,550
2016,11,2,2,2,1.89,3802
2017,3,5,2,3,18.84,93
2015,50,1,1,5,0.4,5106
2016,4,1,2,0,1.07,3047
2016,22,4,2,3,13.54,245
2016,18,2,1,3,2.65,239
2016,22,3,1,3,3.78,744
2017,26,2,1,6,0.56,191
2016,5,3,1,3,2.77,18473
2017,1,4,1,0,6.1,3964
2017,11,1,1,5,0.69,5882
2016,45,0,2,3,2.12,1363
2015,49,1,2,2,0.001,60
2016,21,3,2,3,2.01,551
2017,11,2,2,6,1.65,345
2016,31,0,1,2,2.75,4250
2017,32,5,1,0,18.26,167
2017,39,3,0,5,2.29,38485
2017,4,4,2,0,7.27,2970
2017,15,4,0,2,6.51,553
2017,6,4,0,0,4.1,8418
2017,17,5,2,5,17.68,535
2016,23,0,1,3,1.92,2058
2017,12,2,2,5,0.75,394
2016,48,1,0,3,0.97,2428
2016,14,4,0,2,8.7,2033
2016,18,3,2,5,4.55,7073
2017,37,4,2,6,12.66,156
2017,29,3,0,0,3.28,9459
2016,8,1,2,0,0.76,781
2016,34,1,1,1,0.1,299
2016,26,1,2,5,0.62,5029
2016,21,1,1,5,0.77,3143
2016,43,2,1,5,1.69,6291
2016,3,4,0,6,11.06,103
2016,3,0,1,5,2.7,19696
2016,28,3,2,0,2.76,3079
2017,15,2,1,2,2.01,666
2017,40,1,0,5,0.54,1231
2016,10,5,0,3,12.8,801
2016,34,4,1,2,10.75,1108
2016,6,4,2,0,3.87,4289
2016,5,2,2,1,0.52,8754
2017,20,0,0,5,2.11,11746
2017,6,5,1,5,13,327
2016,42,3,2,0,1.91,1358
2016,34,3,1,5,3.13,11843
2016,24,3,2,0,1.51,9389
2017,6,2,2,3,1.73,1475
2016,25,1,1,2,0.97,1253
2017,25,2,0,0,1.87,7444
2017,41,0,1,1,2.11,334
2016,18,3,2,0,4.52,7917
2017,7,3,0,5,1.43,9746
2017,22,3,2,6,1.53,211
2016,2,2,0,5,0.97,997
2017,19,0,2,5,3.07,14366
2016,44,0,1,6,2.86,2483
2016,41,5,2,0,17.89,744
2017,38,4,2,0,5,3965
2016,43,1,0,2,1,2019
2017,41,1,1,0,1.13,4920
2017,14,0,0,2,3.01,13037
2016,29,1,0,2,1.11,456
2016,33,2,2,1,0.71,2899
2017,5,4,2,3,7.1,5612
2016,23,4,0,0,4.5,17265
2017,33,5,0,2,15.5,469
2016,10,1,1,1,0.53,445
2016,31,0,1,0,1.75,42179
2017,36,2,0,2,1.85,3032
2016,5,2,2,2,1.03,2372
2016,28,5,1,5,10.62,208
2017,2,1,0,5,0.55,617
2016,17,5,1,5,17.5,283
2016,24,1,2,2,0.92,235
2016,48,2,2,1,0.41,973
2016,39,3,0,3,5.17,1324
2016,1,5,2,0,20.48,768
2016,15,2,2,5,1.29,6993
2017,32,0,1,4,5.02,1546
2017,11,4,0,5,5.6,11711
2016,22,4,0,5,3.7,9728
2017,10,3,0,5,2.56,43003
2017,2,2,1,0,1.63,1060
2016,36,0,0,3,2.65,3379
2015,45,4,0,0,4.6,3318
2017,10,4,0,6,10.39,336
2017,26,3,2,1,0.11,178
2016,14,1,0,5,0.47,16320
2016,41,4,0,0,6.19,9244
2017,7,0,2,0,2.05,18549
2016,35,3,2,0,1.53,1251
2017,11,2,2,2,1.7,3769
2017,3,3,0,0,2.76,21913
2016,39,0,2,2,3.71,4280
2016,5,2,0,2,1.27,5197
2016,12,0,0,1,2.06,5079
2017,4,3,0,5,4.27,7695
2016,8,1,0,2,0.43,321
2015,49,0,0,2,3.7,564
2016,50,3,2,5,2.11,9617
2017,36,3,1,5,2.75,16977
2017,3,0,0,6,2.52,1781
2017,5,1,0,5,0.53,22823
2016,43,4,2,0,6.58,6350
2017,3,0,2,1,1.7,1241
2015,48,0,2,5,2.5,26688
2016,18,1,2,2,0.38,303
2017,34,1,1,0,0.74,10372
2017,5,1,1,2,0.66,1615
2016,43,5,2,2,16.74,106
2016,15,5,2,0,21.15,1067
2016,21,0,1,1,0.69,1687
2016,23,5,0,5,14.28,2284
2016,36,1,2,0,0.77,11528
2016,20,0,0,5,2.44,11685
2016,4,3,1,2,5.14,615
2016,20,1,2,5,0.44,900
2016,20,5,1,0,15.88,149
2017,9,2,0,0,2.88,2886
2017,19,1,2,5,0.86,2518
2017,36,4,1,6,18.16,57
2017,2,5,0,0,19.94,87
2017,25,2,2,2,1.75,1524
2016,16,0,2,3,0.61,603
2017,32,2,1,3,2.57,1101
2016,44,1,0,4,0.12,178
2016,37,0,0,5,3.95,24839
2016,31,4,1,3,6.94,472
2017,26,0,2,5,2.68,26840
2017,31,2,1,2,0.79,1154
2016,10,1,0,1,0.3,932
2016,44,4,0,1,4.89,1100
2016,12,1,1,6,0.36,696
2016,22,1,1,1,0.4,441
2017,39,1,2,1,0.28,363
2016,5,0,1,4,3.83,932
2016,37,0,2,5,4.24,12537
2017,27,1,1,5,0.62,812
2015,0,4,2,3,9,19008
2016,48,4,2,5,4.86,5343
2017,36,0,2,0,2.52,60848
2016,34,2,0,2,1.78,5004
2017,31,3,2,1,0.78,1565
2016,45,4,0,5,5.04,3197
2016,26,5,0,2,18.08,110
2016,28,0,2,2,1.87,267
2017,24,2,0,5,0.97,11346
2016,9,2,0,2,1.43,785
2017,33,4,1,5,3.2,11264
2016,34,1,2,4,0.24,163
2017,32,2,0,4,2.41,938
2017,31,4,1,0,3.49,6564
2016,3,4,0,5,4.96,9768
2017,39,0,2,6,3.56,1109
2016,50,2,0,1,0.91,359
2016,7,5,2,0,16.25,743
2017,32,0,0,4,5.04,3320
2017,3,2,1,2,0.5,478
2016,42,4,2,5,2.73,672
2016,48,2,0,0,1.07,19572
2017,14,3,2,3,2.15,2211
2017,33,1,2,5,0.52,10707
2017,33,4,2,1,4.43,990
2016,26,2,0,0,1.32,16066
2017,10,3,0,0,2.75,68458
2016,34,2,0,1,1.32,906
2016,37,5,0,5,21.35,691
2017,35,2,1,5,0.28,938
2016,44,5,2,2,20.07,261
2016,15,0,1,2,3.2,2086
2017,19,2,1,5,1.41,3513
2016,45,2,0,1,0.42,250
2017,21,5,1,2,19.25,77
2016,5,2,2,6,1.15,2150
2016,6,0,2,6,1.67,673
2016,29,2,2,3,2.9,1068
2016,36,1,1,0,0.9,12299
2015,45,1,1,5,0.8,3563
